ID_Encontre;Categoria;Fase;Grup;Jornada;Equip Local;Equip Visitant;Local;Visitant;Dia
1;Preferent;1;1;1;FALCONS DE SABADELL A.E.;ATT PREMIÀ DE MAR;27;53;25/09/2022
2;Preferent;1;1;1;NEW OLIVER BADALONA;CTT DELS HORTS 2000;9;60;25/09/2022
3;Preferent;1;1;1;CTT SENTMENAT;CTT CARDEDEU EIG;233;190;25/09/2022
4;Preferent;1;1;1;CTT ATENEU 1882;"EL CENTRE ""A""";7;31;25/09/2022
5;Preferent;1;1;1;LLUÏSOS DE GRÀCIA;CTT SANT QUINTÍ DE MEDIONA;39;36;25/09/2022
6;Preferent;1;1;1;BELLVITGE ALHEÑA;CTT ELS AMICS DE TERRASSA;14;24;25/09/2022
7;Preferent;1;1;2;ATT PREMIÀ DE MAR;CTT ELS AMICS DE TERRASSA;53;24;16/10/2022
8;Preferent;1;1;2;CTT SANT QUINTÍ DE MEDIONA;BELLVITGE ALHEÑA;36;14;16/10/2022
9;Preferent;1;1;2;"EL CENTRE ""A""";LLUÏSOS DE GRÀCIA;31;39;16/10/2022
10;Preferent;1;1;2;CTT CARDEDEU EIG;CTT ATENEU 1882;190;7;16/10/2022
11;Preferent;1;1;2;CTT DELS HORTS 2000;CTT SENTMENAT;60;233;16/10/2022
12;Preferent;1;1;2;FALCONS DE SABADELL A.E.;NEW OLIVER BADALONA;27;9;16/10/2022
13;Preferent;1;1;3;NEW OLIVER BADALONA;ATT PREMIÀ DE MAR;9;53;23/10/2022
14;Preferent;1;1;3;CTT SENTMENAT;FALCONS DE SABADELL A.E.;233;27;23/10/2022
15;Preferent;1;1;3;CTT ATENEU 1882;CTT DELS HORTS 2000;7;60;23/10/2022
16;Preferent;1;1;3;LLUÏSOS DE GRÀCIA;CTT CARDEDEU EIG;39;190;23/10/2022
17;Preferent;1;1;3;BELLVITGE ALHEÑA;"EL CENTRE ""A""";14;31;23/10/2022
18;Preferent;1;1;3;CTT ELS AMICS DE TERRASSA;CTT SANT QUINTÍ DE MEDIONA;24;36;23/10/2022
19;Preferent;1;1;4;ATT PREMIÀ DE MAR;CTT SANT QUINTÍ DE MEDIONA;53;36;30/10/2022
20;Preferent;1;1;4;"EL CENTRE ""A""";CTT ELS AMICS DE TERRASSA;31;24;30/10/2022
21;Preferent;1;1;4;CTT CARDEDEU EIG;BELLVITGE ALHEÑA;190;14;30/10/2022
22;Preferent;1;1;4;CTT DELS HORTS 2000;LLUÏSOS DE GRÀCIA;60;39;30/10/2022
23;Preferent;1;1;4;FALCONS DE SABADELL A.E.;CTT ATENEU 1882;27;7;30/10/2022
24;Preferent;1;1;4;NEW OLIVER BADALONA;CTT SENTMENAT;9;233;30/10/2022
25;Preferent;1;1;5;CTT SENTMENAT;ATT PREMIÀ DE MAR;233;53;06/11/2022
26;Preferent;1;1;5;CTT ATENEU 1882;NEW OLIVER BADALONA;7;9;06/11/2022
27;Preferent;1;1;5;LLUÏSOS DE GRÀCIA;FALCONS DE SABADELL A.E.;39;27;06/11/2022
28;Preferent;1;1;5;BELLVITGE ALHEÑA;CTT DELS HORTS 2000;14;60;06/11/2022
29;Preferent;1;1;5;CTT ELS AMICS DE TERRASSA;CTT CARDEDEU EIG;24;190;06/11/2022
30;Preferent;1;1;5;CTT SANT QUINTÍ DE MEDIONA;"EL CENTRE ""A""";36;31;06/11/2022
31;Preferent;1;1;6;ATT PREMIÀ DE MAR;"EL CENTRE ""A""";53;31;20/11/2022
32;Preferent;1;1;6;CTT CARDEDEU EIG;CTT SANT QUINTÍ DE MEDIONA;190;36;20/11/2022
33;Preferent;1;1;6;CTT DELS HORTS 2000;CTT ELS AMICS DE TERRASSA;60;24;20/11/2022
34;Preferent;1;1;6;FALCONS DE SABADELL A.E.;BELLVITGE ALHEÑA;27;14;20/11/2022
35;Preferent;1;1;6;NEW OLIVER BADALONA;LLUÏSOS DE GRÀCIA;9;39;20/11/2022
36;Preferent;1;1;6;CTT SENTMENAT;CTT ATENEU 1882;233;7;20/11/2022
37;Preferent;1;1;7;CTT ATENEU 1882;ATT PREMIÀ DE MAR;7;53;27/11/2022
38;Preferent;1;1;7;LLUÏSOS DE GRÀCIA;CTT SENTMENAT;39;233;27/11/2022
39;Preferent;1;1;7;BELLVITGE ALHEÑA;NEW OLIVER BADALONA;14;9;27/11/2022
40;Preferent;1;1;7;CTT ELS AMICS DE TERRASSA;FALCONS DE SABADELL A.E.;24;27;27/11/2022
41;Preferent;1;1;7;CTT SANT QUINTÍ DE MEDIONA;CTT DELS HORTS 2000;36;60;27/11/2022
42;Preferent;1;1;7;"EL CENTRE ""A""";CTT CARDEDEU EIG;31;190;27/11/2022
43;Preferent;1;1;8;ATT PREMIÀ DE MAR;CTT CARDEDEU EIG;53;190;04/12/2022
44;Preferent;1;1;8;CTT DELS HORTS 2000;"EL CENTRE ""A""";60;31;04/12/2022
45;Preferent;1;1;8;FALCONS DE SABADELL A.E.;CTT SANT QUINTÍ DE MEDIONA;27;36;04/12/2022
46;Preferent;1;1;8;NEW OLIVER BADALONA;CTT ELS AMICS DE TERRASSA;9;24;04/12/2022
47;Preferent;1;1;8;CTT SENTMENAT;BELLVITGE ALHEÑA;233;14;04/12/2022
48;Preferent;1;1;8;CTT ATENEU 1882;LLUÏSOS DE GRÀCIA;7;39;04/12/2022
49;Preferent;1;1;9;LLUÏSOS DE GRÀCIA;ATT PREMIÀ DE MAR;39;53;18/12/2022
50;Preferent;1;1;9;BELLVITGE ALHEÑA;CTT ATENEU 1882;14;7;18/12/2022
51;Preferent;1;1;9;CTT ELS AMICS DE TERRASSA;CTT SENTMENAT;24;233;18/12/2022
52;Preferent;1;1;9;CTT SANT QUINTÍ DE MEDIONA;NEW OLIVER BADALONA;36;9;18/12/2022
53;Preferent;1;1;9;"EL CENTRE ""A""";FALCONS DE SABADELL A.E.;31;27;18/12/2022
54;Preferent;1;1;9;CTT CARDEDEU EIG;CTT DELS HORTS 2000;190;60;18/12/2022
55;Preferent;1;1;10;ATT PREMIÀ DE MAR;CTT DELS HORTS 2000;53;60;15/01/2023
56;Preferent;1;1;10;FALCONS DE SABADELL A.E.;CTT CARDEDEU EIG;27;190;15/01/2023
57;Preferent;1;1;10;NEW OLIVER BADALONA;"EL CENTRE ""A""";9;31;15/01/2023
58;Preferent;1;1;10;CTT SENTMENAT;CTT SANT QUINTÍ DE MEDIONA;233;36;15/01/2023
59;Preferent;1;1;10;CTT ATENEU 1882;CTT ELS AMICS DE TERRASSA;7;24;15/01/2023
60;Preferent;1;1;10;LLUÏSOS DE GRÀCIA;BELLVITGE ALHEÑA;39;14;15/01/2023
61;Preferent;1;1;11;BELLVITGE ALHEÑA;ATT PREMIÀ DE MAR;14;53;22/01/2023
62;Preferent;1;1;11;CTT ELS AMICS DE TERRASSA;LLUÏSOS DE GRÀCIA;24;39;22/01/2023
63;Preferent;1;1;11;CTT SANT QUINTÍ DE MEDIONA;CTT ATENEU 1882;36;7;22/01/2023
64;Preferent;1;1;11;"EL CENTRE ""A""";CTT SENTMENAT;31;233;22/01/2023
65;Preferent;1;1;11;CTT CARDEDEU EIG;NEW OLIVER BADALONA;190;9;22/01/2023
66;Preferent;1;1;11;CTT DELS HORTS 2000;FALCONS DE SABADELL A.E.;60;27;22/01/2023
67;Preferent;1;1;12;ATT PREMIÀ DE MAR;FALCONS DE SABADELL A.E.;53;27;29/01/2023
68;Preferent;1;1;12;CTT DELS HORTS 2000;NEW OLIVER BADALONA;60;9;29/01/2023
69;Preferent;1;1;12;CTT CARDEDEU EIG;CTT SENTMENAT;190;233;29/01/2023
70;Preferent;1;1;12;"EL CENTRE ""A""";CTT ATENEU 1882;31;7;29/01/2023
71;Preferent;1;1;12;CTT SANT QUINTÍ DE MEDIONA;LLUÏSOS DE GRÀCIA;36;39;29/01/2023
72;Preferent;1;1;12;CTT ELS AMICS DE TERRASSA;BELLVITGE ALHEÑA;24;14;29/01/2023
73;Preferent;1;1;13;CTT ELS AMICS DE TERRASSA;ATT PREMIÀ DE MAR;24;53;05/02/2023
74;Preferent;1;1;13;BELLVITGE ALHEÑA;CTT SANT QUINTÍ DE MEDIONA;14;36;05/02/2023
75;Preferent;1;1;13;LLUÏSOS DE GRÀCIA;"EL CENTRE ""A""";39;31;05/02/2023
76;Preferent;1;1;13;CTT ATENEU 1882;CTT CARDEDEU EIG;7;190;05/02/2023
77;Preferent;1;1;13;CTT SENTMENAT;CTT DELS HORTS 2000;233;60;05/02/2023
78;Preferent;1;1;13;NEW OLIVER BADALONA;FALCONS DE SABADELL A.E.;9;27;05/02/2023
79;Preferent;1;1;14;ATT PREMIÀ DE MAR;NEW OLIVER BADALONA;53;9;12/02/2023
80;Preferent;1;1;14;FALCONS DE SABADELL A.E.;CTT SENTMENAT;27;233;12/02/2023
81;Preferent;1;1;14;CTT DELS HORTS 2000;CTT ATENEU 1882;60;7;12/02/2023
82;Preferent;1;1;14;CTT CARDEDEU EIG;LLUÏSOS DE GRÀCIA;190;39;12/02/2023
83;Preferent;1;1;14;"EL CENTRE ""A""";BELLVITGE ALHEÑA;31;14;12/02/2023
84;Preferent;1;1;14;CTT SANT QUINTÍ DE MEDIONA;CTT ELS AMICS DE TERRASSA;36;24;12/02/2023
85;Preferent;1;1;15;CTT SANT QUINTÍ DE MEDIONA;ATT PREMIÀ DE MAR;36;53;19/02/2023
86;Preferent;1;1;15;CTT ELS AMICS DE TERRASSA;"EL CENTRE ""A""";24;31;19/02/2023
87;Preferent;1;1;15;BELLVITGE ALHEÑA;CTT CARDEDEU EIG;14;190;19/02/2023
88;Preferent;1;1;15;LLUÏSOS DE GRÀCIA;CTT DELS HORTS 2000;39;60;19/02/2023
89;Preferent;1;1;15;CTT ATENEU 1882;FALCONS DE SABADELL A.E.;7;27;19/02/2023
90;Preferent;1;1;15;CTT SENTMENAT;NEW OLIVER BADALONA;233;9;19/02/2023
91;Preferent;1;1;16;ATT PREMIÀ DE MAR;CTT SENTMENAT;53;233;26/02/2023
92;Preferent;1;1;16;NEW OLIVER BADALONA;CTT ATENEU 1882;9;7;26/02/2023
93;Preferent;1;1;16;FALCONS DE SABADELL A.E.;LLUÏSOS DE GRÀCIA;27;39;26/02/2023
94;Preferent;1;1;16;CTT DELS HORTS 2000;BELLVITGE ALHEÑA;60;14;26/02/2023
95;Preferent;1;1;16;CTT CARDEDEU EIG;CTT ELS AMICS DE TERRASSA;190;24;26/02/2023
96;Preferent;1;1;16;"EL CENTRE ""A""";CTT SANT QUINTÍ DE MEDIONA;31;36;26/02/2023
97;Preferent;1;1;17;"EL CENTRE ""A""";ATT PREMIÀ DE MAR;31;53;05/03/2023
98;Preferent;1;1;17;CTT SANT QUINTÍ DE MEDIONA;CTT CARDEDEU EIG;36;190;05/03/2023
99;Preferent;1;1;17;CTT ELS AMICS DE TERRASSA;CTT DELS HORTS 2000;24;60;05/03/2023
100;Preferent;1;1;17;BELLVITGE ALHEÑA;FALCONS DE SABADELL A.E.;14;27;05/03/2023
101;Preferent;1;1;17;LLUÏSOS DE GRÀCIA;NEW OLIVER BADALONA;39;9;05/03/2023
102;Preferent;1;1;17;CTT ATENEU 1882;CTT SENTMENAT;7;233;05/03/2023
103;Preferent;1;1;18;ATT PREMIÀ DE MAR;CTT ATENEU 1882;53;7;12/03/2023
104;Preferent;1;1;18;CTT SENTMENAT;LLUÏSOS DE GRÀCIA;233;39;12/03/2023
105;Preferent;1;1;18;NEW OLIVER BADALONA;BELLVITGE ALHEÑA;9;14;12/03/2023
106;Preferent;1;1;18;FALCONS DE SABADELL A.E.;CTT ELS AMICS DE TERRASSA;27;24;12/03/2023
107;Preferent;1;1;18;CTT DELS HORTS 2000;CTT SANT QUINTÍ DE MEDIONA;60;36;12/03/2023
108;Preferent;1;1;18;CTT CARDEDEU EIG;"EL CENTRE ""A""";190;31;12/03/2023
109;Preferent;1;1;19;CTT CARDEDEU EIG;ATT PREMIÀ DE MAR;190;53;02/04/2023
110;Preferent;1;1;19;"EL CENTRE ""A""";CTT DELS HORTS 2000;31;60;02/04/2023
111;Preferent;1;1;19;CTT SANT QUINTÍ DE MEDIONA;FALCONS DE SABADELL A.E.;36;27;02/04/2023
112;Preferent;1;1;19;CTT ELS AMICS DE TERRASSA;NEW OLIVER BADALONA;24;9;02/04/2023
113;Preferent;1;1;19;BELLVITGE ALHEÑA;CTT SENTMENAT;14;233;02/04/2023
114;Preferent;1;1;19;LLUÏSOS DE GRÀCIA;CTT ATENEU 1882;39;7;02/04/2023
115;Preferent;1;1;20;ATT PREMIÀ DE MAR;LLUÏSOS DE GRÀCIA;53;39;16/04/2023
116;Preferent;1;1;20;CTT ATENEU 1882;BELLVITGE ALHEÑA;7;14;16/04/2023
117;Preferent;1;1;20;CTT SENTMENAT;CTT ELS AMICS DE TERRASSA;233;24;16/04/2023
118;Preferent;1;1;20;NEW OLIVER BADALONA;CTT SANT QUINTÍ DE MEDIONA;9;36;16/04/2023
119;Preferent;1;1;20;FALCONS DE SABADELL A.E.;"EL CENTRE ""A""";27;31;16/04/2023
120;Preferent;1;1;20;CTT DELS HORTS 2000;CTT CARDEDEU EIG;60;190;16/04/2023
121;Preferent;1;1;21;CTT DELS HORTS 2000;ATT PREMIÀ DE MAR;60;53;23/04/2023
122;Preferent;1;1;21;CTT CARDEDEU EIG;FALCONS DE SABADELL A.E.;190;27;23/04/2023
123;Preferent;1;1;21;"EL CENTRE ""A""";NEW OLIVER BADALONA;31;9;23/04/2023
124;Preferent;1;1;21;CTT SANT QUINTÍ DE MEDIONA;CTT SENTMENAT;36;233;23/04/2023
125;Preferent;1;1;21;CTT ELS AMICS DE TERRASSA;CTT ATENEU 1882;24;7;23/04/2023
126;Preferent;1;1;21;BELLVITGE ALHEÑA;LLUÏSOS DE GRÀCIA;14;39;23/04/2023
127;Preferent;1;1;22;ATT PREMIÀ DE MAR;BELLVITGE ALHEÑA;53;14;30/04/2023
128;Preferent;1;1;22;LLUÏSOS DE GRÀCIA;CTT ELS AMICS DE TERRASSA;39;24;30/04/2023
129;Preferent;1;1;22;CTT ATENEU 1882;CTT SANT QUINTÍ DE MEDIONA;7;36;30/04/2023
130;Preferent;1;1;22;CTT SENTMENAT;"EL CENTRE ""A""";233;31;30/04/2023
131;Preferent;1;1;22;NEW OLIVER BADALONA;CTT CARDEDEU EIG;9;190;30/04/2023
132;Preferent;1;1;22;FALCONS DE SABADELL A.E.;CTT DELS HORTS 2000;27;60;30/04/2023
133;Preferent;1;2;1;CTT VILANOVA I LA GELTRU;CTT LA POBLA DE LILLET;68;82;25/09/2022
134;Preferent;1;2;1;WBTRAVEL CTT RIPOLLET;CTT SANT QUIRZE DEL VALLÈS - Sènior A;54;79;25/09/2022
135;Preferent;1;2;1;TT PARETS;UE SANT CUGAT;49;58;25/09/2022
136;Preferent;1;2;1;"EL CENTRE ""B""";CLUB NATACIO SABADELL;31;76;25/09/2022
137;Preferent;1;2;1;MASQUEFA TTC;CTT ATC MOLINS DE REI;177;42;25/09/2022
138;Preferent;1;2;1;CTT SALLENT;CC SANTS;56;61;25/09/2022
139;Preferent;1;2;2;CTT LA POBLA DE LILLET;CC SANTS;82;61;16/10/2022
140;Preferent;1;2;2;CTT ATC MOLINS DE REI;CTT SALLENT;42;56;16/10/2022
141;Preferent;1;2;2;CLUB NATACIO SABADELL;MASQUEFA TTC;76;177;16/10/2022
142;Preferent;1;2;2;UE SANT CUGAT;"EL CENTRE ""B""";58;31;16/10/2022
143;Preferent;1;2;2;CTT SANT QUIRZE DEL VALLÈS - Sènior A;TT PARETS;79;49;16/10/2022
144;Preferent;1;2;2;CTT VILANOVA I LA GELTRU;WBTRAVEL CTT RIPOLLET;68;54;16/10/2022
145;Preferent;1;2;3;WBTRAVEL CTT RIPOLLET;CTT LA POBLA DE LILLET;54;82;23/10/2022
146;Preferent;1;2;3;TT PARETS;CTT VILANOVA I LA GELTRU;49;68;23/10/2022
147;Preferent;1;2;3;"EL CENTRE ""B""";CTT SANT QUIRZE DEL VALLÈS - Sènior A;31;79;23/10/2022
148;Preferent;1;2;3;MASQUEFA TTC;UE SANT CUGAT;177;58;23/10/2022
149;Preferent;1;2;3;CTT SALLENT;CLUB NATACIO SABADELL;56;76;23/10/2022
150;Preferent;1;2;3;CC SANTS;CTT ATC MOLINS DE REI;61;42;23/10/2022
151;Preferent;1;2;4;CTT LA POBLA DE LILLET;CTT ATC MOLINS DE REI;82;42;30/10/2022
152;Preferent;1;2;4;CLUB NATACIO SABADELL;CC SANTS;76;61;30/10/2022
153;Preferent;1;2;4;UE SANT CUGAT;CTT SALLENT;58;56;30/10/2022
154;Preferent;1;2;4;CTT SANT QUIRZE DEL VALLÈS - Sènior A;MASQUEFA TTC;79;177;30/10/2022
155;Preferent;1;2;4;CTT VILANOVA I LA GELTRU;"EL CENTRE ""B""";68;31;30/10/2022
156;Preferent;1;2;4;WBTRAVEL CTT RIPOLLET;TT PARETS;54;49;30/10/2022
157;Preferent;1;2;5;TT PARETS;CTT LA POBLA DE LILLET;49;82;06/11/2022
158;Preferent;1;2;5;"EL CENTRE ""B""";WBTRAVEL CTT RIPOLLET;31;54;06/11/2022
159;Preferent;1;2;5;MASQUEFA TTC;CTT VILANOVA I LA GELTRU;177;68;06/11/2022
160;Preferent;1;2;5;CTT SALLENT;CTT SANT QUIRZE DEL VALLÈS - Sènior A;56;79;06/11/2022
161;Preferent;1;2;5;CC SANTS;UE SANT CUGAT;61;58;06/11/2022
162;Preferent;1;2;5;CTT ATC MOLINS DE REI;CLUB NATACIO SABADELL;42;76;06/11/2022
163;Preferent;1;2;6;CTT LA POBLA DE LILLET;CLUB NATACIO SABADELL;82;76;20/11/2022
164;Preferent;1;2;6;UE SANT CUGAT;CTT ATC MOLINS DE REI;58;42;20/11/2022
165;Preferent;1;2;6;CTT SANT QUIRZE DEL VALLÈS - Sènior A;CC SANTS;79;61;20/11/2022
166;Preferent;1;2;6;CTT VILANOVA I LA GELTRU;CTT SALLENT;68;56;20/11/2022
167;Preferent;1;2;6;WBTRAVEL CTT RIPOLLET;MASQUEFA TTC;54;177;20/11/2022
168;Preferent;1;2;6;TT PARETS;"EL CENTRE ""B""";49;31;20/11/2022
169;Preferent;1;2;7;"EL CENTRE ""B""";CTT LA POBLA DE LILLET;31;82;27/11/2022
170;Preferent;1;2;7;MASQUEFA TTC;TT PARETS;177;49;27/11/2022
171;Preferent;1;2;7;CTT SALLENT;WBTRAVEL CTT RIPOLLET;56;54;27/11/2022
172;Preferent;1;2;7;CC SANTS;CTT VILANOVA I LA GELTRU;61;68;27/11/2022
173;Preferent;1;2;7;CTT ATC MOLINS DE REI;CTT SANT QUIRZE DEL VALLÈS - Sènior A;42;79;27/11/2022
174;Preferent;1;2;7;CLUB NATACIO SABADELL;UE SANT CUGAT;76;58;27/11/2022
175;Preferent;1;2;8;CTT LA POBLA DE LILLET;UE SANT CUGAT;82;58;04/12/2022
176;Preferent;1;2;8;CTT SANT QUIRZE DEL VALLÈS - Sènior A;CLUB NATACIO SABADELL;79;76;04/12/2022
177;Preferent;1;2;8;CTT VILANOVA I LA GELTRU;CTT ATC MOLINS DE REI;68;42;04/12/2022
178;Preferent;1;2;8;WBTRAVEL CTT RIPOLLET;CC SANTS;54;61;04/12/2022
179;Preferent;1;2;8;TT PARETS;CTT SALLENT;49;56;04/12/2022
180;Preferent;1;2;8;"EL CENTRE ""B""";MASQUEFA TTC;31;177;04/12/2022
181;Preferent;1;2;9;MASQUEFA TTC;CTT LA POBLA DE LILLET;177;82;18/12/2022
182;Preferent;1;2;9;CTT SALLENT;"EL CENTRE ""B""";56;31;18/12/2022
183;Preferent;1;2;9;CC SANTS;TT PARETS;61;49;18/12/2022
184;Preferent;1;2;9;CTT ATC MOLINS DE REI;WBTRAVEL CTT RIPOLLET;42;54;18/12/2022
185;Preferent;1;2;9;CLUB NATACIO SABADELL;CTT VILANOVA I LA GELTRU;76;68;18/12/2022
186;Preferent;1;2;9;UE SANT CUGAT;CTT SANT QUIRZE DEL VALLÈS - Sènior A;58;79;18/12/2022
187;Preferent;1;2;10;CTT LA POBLA DE LILLET;CTT SANT QUIRZE DEL VALLÈS - Sènior A;82;79;15/01/2023
188;Preferent;1;2;10;CTT VILANOVA I LA GELTRU;UE SANT CUGAT;68;58;15/01/2023
189;Preferent;1;2;10;WBTRAVEL CTT RIPOLLET;CLUB NATACIO SABADELL;54;76;15/01/2023
190;Preferent;1;2;10;TT PARETS;CTT ATC MOLINS DE REI;49;42;15/01/2023
191;Preferent;1;2;10;"EL CENTRE ""B""";CC SANTS;31;61;15/01/2023
192;Preferent;1;2;10;MASQUEFA TTC;CTT SALLENT;177;56;15/01/2023
193;Preferent;1;2;11;CTT SALLENT;CTT LA POBLA DE LILLET;56;82;22/01/2023
194;Preferent;1;2;11;CC SANTS;MASQUEFA TTC;61;177;22/01/2023
195;Preferent;1;2;11;CTT ATC MOLINS DE REI;"EL CENTRE ""B""";42;31;22/01/2023
196;Preferent;1;2;11;CLUB NATACIO SABADELL;TT PARETS;76;49;22/01/2023
197;Preferent;1;2;11;UE SANT CUGAT;WBTRAVEL CTT RIPOLLET;58;54;22/01/2023
198;Preferent;1;2;11;CTT SANT QUIRZE DEL VALLÈS - Sènior A;CTT VILANOVA I LA GELTRU;79;68;22/01/2023
199;Preferent;1;2;12;CTT LA POBLA DE LILLET;CTT VILANOVA I LA GELTRU;82;68;29/01/2023
200;Preferent;1;2;12;CTT SANT QUIRZE DEL VALLÈS - Sènior A;WBTRAVEL CTT RIPOLLET;79;54;29/01/2023
201;Preferent;1;2;12;UE SANT CUGAT;TT PARETS;58;49;29/01/2023
202;Preferent;1;2;12;CLUB NATACIO SABADELL;"EL CENTRE ""B""";76;31;29/01/2023
203;Preferent;1;2;12;CTT ATC MOLINS DE REI;MASQUEFA TTC;42;177;29/01/2023
204;Preferent;1;2;12;CC SANTS;CTT SALLENT;61;56;29/01/2023
205;Preferent;1;2;13;CC SANTS;CTT LA POBLA DE LILLET;61;82;05/02/2023
206;Preferent;1;2;13;CTT SALLENT;CTT ATC MOLINS DE REI;56;42;05/02/2023
207;Preferent;1;2;13;MASQUEFA TTC;CLUB NATACIO SABADELL;177;76;05/02/2023
208;Preferent;1;2;13;"EL CENTRE ""B""";UE SANT CUGAT;31;58;05/02/2023
209;Preferent;1;2;13;TT PARETS;CTT SANT QUIRZE DEL VALLÈS - Sènior A;49;79;05/02/2023
210;Preferent;1;2;13;WBTRAVEL CTT RIPOLLET;CTT VILANOVA I LA GELTRU;54;68;05/02/2023
211;Preferent;1;2;14;CTT LA POBLA DE LILLET;WBTRAVEL CTT RIPOLLET;82;54;12/02/2023
212;Preferent;1;2;14;CTT VILANOVA I LA GELTRU;TT PARETS;68;49;12/02/2023
213;Preferent;1;2;14;CTT SANT QUIRZE DEL VALLÈS - Sènior A;"EL CENTRE ""B""";79;31;12/02/2023
214;Preferent;1;2;14;UE SANT CUGAT;MASQUEFA TTC;58;177;12/02/2023
215;Preferent;1;2;14;CLUB NATACIO SABADELL;CTT SALLENT;76;56;12/02/2023
216;Preferent;1;2;14;CTT ATC MOLINS DE REI;CC SANTS;42;61;12/02/2023
217;Preferent;1;2;15;CTT ATC MOLINS DE REI;CTT LA POBLA DE LILLET;42;82;19/02/2023
218;Preferent;1;2;15;CC SANTS;CLUB NATACIO SABADELL;61;76;19/02/2023
219;Preferent;1;2;15;CTT SALLENT;UE SANT CUGAT;56;58;19/02/2023
220;Preferent;1;2;15;MASQUEFA TTC;CTT SANT QUIRZE DEL VALLÈS - Sènior A;177;79;19/02/2023
221;Preferent;1;2;15;"EL CENTRE ""B""";CTT VILANOVA I LA GELTRU;31;68;19/02/2023
222;Preferent;1;2;15;TT PARETS;WBTRAVEL CTT RIPOLLET;49;54;19/02/2023
223;Preferent;1;2;16;CTT LA POBLA DE LILLET;TT PARETS;82;49;26/02/2023
224;Preferent;1;2;16;WBTRAVEL CTT RIPOLLET;"EL CENTRE ""B""";54;31;26/02/2023
225;Preferent;1;2;16;CTT VILANOVA I LA GELTRU;MASQUEFA TTC;68;177;26/02/2023
226;Preferent;1;2;16;CTT SANT QUIRZE DEL VALLÈS - Sènior A;CTT SALLENT;79;56;26/02/2023
227;Preferent;1;2;16;UE SANT CUGAT;CC SANTS;58;61;26/02/2023
228;Preferent;1;2;16;CLUB NATACIO SABADELL;CTT ATC MOLINS DE REI;76;42;26/02/2023
229;Preferent;1;2;17;CLUB NATACIO SABADELL;CTT LA POBLA DE LILLET;76;82;05/03/2023
230;Preferent;1;2;17;CTT ATC MOLINS DE REI;UE SANT CUGAT;42;58;05/03/2023
231;Preferent;1;2;17;CC SANTS;CTT SANT QUIRZE DEL VALLÈS - Sènior A;61;79;05/03/2023
232;Preferent;1;2;17;CTT SALLENT;CTT VILANOVA I LA GELTRU;56;68;05/03/2023
233;Preferent;1;2;17;MASQUEFA TTC;WBTRAVEL CTT RIPOLLET;177;54;05/03/2023
234;Preferent;1;2;17;"EL CENTRE ""B""";TT PARETS;31;49;05/03/2023
235;Preferent;1;2;18;CTT LA POBLA DE LILLET;"EL CENTRE ""B""";82;31;12/03/2023
236;Preferent;1;2;18;TT PARETS;MASQUEFA TTC;49;177;12/03/2023
237;Preferent;1;2;18;WBTRAVEL CTT RIPOLLET;CTT SALLENT;54;56;12/03/2023
238;Preferent;1;2;18;CTT VILANOVA I LA GELTRU;CC SANTS;68;61;12/03/2023
239;Preferent;1;2;18;CTT SANT QUIRZE DEL VALLÈS - Sènior A;CTT ATC MOLINS DE REI;79;42;12/03/2023
240;Preferent;1;2;18;UE SANT CUGAT;CLUB NATACIO SABADELL;58;76;12/03/2023
241;Preferent;1;2;19;UE SANT CUGAT;CTT LA POBLA DE LILLET;58;82;02/04/2023
242;Preferent;1;2;19;CLUB NATACIO SABADELL;CTT SANT QUIRZE DEL VALLÈS - Sènior A;76;79;02/04/2023
243;Preferent;1;2;19;CTT ATC MOLINS DE REI;CTT VILANOVA I LA GELTRU;42;68;02/04/2023
244;Preferent;1;2;19;CC SANTS;WBTRAVEL CTT RIPOLLET;61;54;02/04/2023
245;Preferent;1;2;19;CTT SALLENT;TT PARETS;56;49;02/04/2023
246;Preferent;1;2;19;MASQUEFA TTC;"EL CENTRE ""B""";177;31;02/04/2023
247;Preferent;1;2;20;CTT LA POBLA DE LILLET;MASQUEFA TTC;82;177;16/04/2023
248;Preferent;1;2;20;"EL CENTRE ""B""";CTT SALLENT;31;56;16/04/2023
249;Preferent;1;2;20;TT PARETS;CC SANTS;49;61;16/04/2023
250;Preferent;1;2;20;WBTRAVEL CTT RIPOLLET;CTT ATC MOLINS DE REI;54;42;16/04/2023
251;Preferent;1;2;20;CTT VILANOVA I LA GELTRU;CLUB NATACIO SABADELL;68;76;16/04/2023
252;Preferent;1;2;20;CTT SANT QUIRZE DEL VALLÈS - Sènior A;UE SANT CUGAT;79;58;16/04/2023
253;Preferent;1;2;21;CTT SANT QUIRZE DEL VALLÈS - Sènior A;CTT LA POBLA DE LILLET;79;82;23/04/2023
254;Preferent;1;2;21;UE SANT CUGAT;CTT VILANOVA I LA GELTRU;58;68;23/04/2023
255;Preferent;1;2;21;CLUB NATACIO SABADELL;WBTRAVEL CTT RIPOLLET;76;54;23/04/2023
256;Preferent;1;2;21;CTT ATC MOLINS DE REI;TT PARETS;42;49;23/04/2023
257;Preferent;1;2;21;CC SANTS;"EL CENTRE ""B""";61;31;23/04/2023
258;Preferent;1;2;21;CTT SALLENT;MASQUEFA TTC;56;177;23/04/2023
259;Preferent;1;2;22;CTT LA POBLA DE LILLET;CTT SALLENT;82;56;30/04/2023
260;Preferent;1;2;22;MASQUEFA TTC;CC SANTS;177;61;30/04/2023
