ID_Encontre;Categoria;Fase;Grup;Jornada;Equip Local;Equip Visitant;Local;Visitant;Dia
746;"2a ""A""";1;2;15;CTT ELS AMICS DE TERRASSA;CTT BARCELONA;24;230;19/02/2023
747;"2a ""A""";1;2;15;CTT VILANOVA DEL CAMI;TT PRAT;69;52;19/02/2023
748;"2a ""A""";1;2;15;LLUÏSOS DE GRÀCIA;CTT SANT QUIRZE DEL VALLÈS - Sènior B;39;79;19/02/2023
749;"2a ""A""";1;2;15;PROTEC BADALONA;CTT CASTELLGALÍ ''B'';9;224;19/02/2023
750;"2a ""A""";1;2;15;CTT SENTMENAT;FOMENT MARTINENC;233;28;19/02/2023
751;"2a ""A""";1;2;16;ATT PREMIÀ DE MAR;CTT SENTMENAT;53;233;26/02/2023
752;"2a ""A""";1;2;16;FOMENT MARTINENC;PROTEC BADALONA;28;9;26/02/2023
753;"2a ""A""";1;2;16;CTT CASTELLGALÍ ''B'';LLUÏSOS DE GRÀCIA;224;39;26/02/2023
754;"2a ""A""";1;2;16;CTT SANT QUIRZE DEL VALLÈS - Sènior B;CTT VILANOVA DEL CAMI;79;69;26/02/2023
755;"2a ""A""";1;2;16;TT PRAT;CTT ELS AMICS DE TERRASSA;52;24;26/02/2023
756;"2a ""A""";1;2;16;CTT BARCELONA;CLUB NATACIO SABADELL;230;76;26/02/2023
757;"2a ""A""";1;2;17;CTT BARCELONA;ATT PREMIÀ DE MAR;230;53;05/03/2023
758;"2a ""A""";1;2;17;CLUB NATACIO SABADELL;TT PRAT;76;52;05/03/2023
759;"2a ""A""";1;2;17;CTT ELS AMICS DE TERRASSA;CTT SANT QUIRZE DEL VALLÈS - Sènior B;24;79;05/03/2023
760;"2a ""A""";1;2;17;CTT VILANOVA DEL CAMI;CTT CASTELLGALÍ ''B'';69;224;05/03/2023
761;"2a ""A""";1;2;17;LLUÏSOS DE GRÀCIA;FOMENT MARTINENC;39;28;05/03/2023
762;"2a ""A""";1;2;17;PROTEC BADALONA;CTT SENTMENAT;9;233;05/03/2023
763;"2a ""A""";1;2;18;ATT PREMIÀ DE MAR;PROTEC BADALONA;53;9;12/03/2023
764;"2a ""A""";1;2;18;CTT SENTMENAT;LLUÏSOS DE GRÀCIA;233;39;12/03/2023
765;"2a ""A""";1;2;18;FOMENT MARTINENC;CTT VILANOVA DEL CAMI;28;69;12/03/2023
766;"2a ""A""";1;2;18;CTT CASTELLGALÍ ''B'';CTT ELS AMICS DE TERRASSA;224;24;12/03/2023
767;"2a ""A""";1;2;18;CTT SANT QUIRZE DEL VALLÈS - Sènior B;CLUB NATACIO SABADELL;79;76;12/03/2023
768;"2a ""A""";1;2;18;TT PRAT;CTT BARCELONA;52;230;12/03/2023
769;"2a ""A""";1;2;19;TT PRAT;ATT PREMIÀ DE MAR;52;53;02/04/2023
770;"2a ""A""";1;2;19;CTT BARCELONA;CTT SANT QUIRZE DEL VALLÈS - Sènior B;230;79;02/04/2023
771;"2a ""A""";1;2;19;CLUB NATACIO SABADELL;CTT CASTELLGALÍ ''B'';76;224;02/04/2023
772;"2a ""A""";1;2;19;CTT ELS AMICS DE TERRASSA;FOMENT MARTINENC;24;28;02/04/2023
773;"2a ""A""";1;2;19;CTT VILANOVA DEL CAMI;CTT SENTMENAT;69;233;02/04/2023
774;"2a ""A""";1;2;19;LLUÏSOS DE GRÀCIA;PROTEC BADALONA;39;9;02/04/2023
775;"2a ""A""";1;2;20;ATT PREMIÀ DE MAR;LLUÏSOS DE GRÀCIA;53;39;16/04/2023
776;"2a ""A""";1;2;20;PROTEC BADALONA;CTT VILANOVA DEL CAMI;9;69;16/04/2023
777;"2a ""A""";1;2;20;CTT SENTMENAT;CTT ELS AMICS DE TERRASSA;233;24;16/04/2023
778;"2a ""A""";1;2;20;FOMENT MARTINENC;CLUB NATACIO SABADELL;28;76;16/04/2023
779;"2a ""A""";1;2;20;CTT CASTELLGALÍ ''B'';CTT BARCELONA;224;230;16/04/2023
780;"2a ""A""";1;2;20;CTT SANT QUIRZE DEL VALLÈS - Sènior B;TT PRAT;79;52;16/04/2023
781;"2a ""A""";1;2;21;CTT SANT QUIRZE DEL VALLÈS - Sènior B;ATT PREMIÀ DE MAR;79;53;23/04/2023
782;"2a ""A""";1;2;21;TT PRAT;CTT CASTELLGALÍ ''B'';52;224;23/04/2023
783;"2a ""A""";1;2;21;CTT BARCELONA;FOMENT MARTINENC;230;28;23/04/2023
784;"2a ""A""";1;2;21;CLUB NATACIO SABADELL;CTT SENTMENAT;76;233;23/04/2023
785;"2a ""A""";1;2;21;CTT ELS AMICS DE TERRASSA;PROTEC BADALONA;24;9;23/04/2023
786;"2a ""A""";1;2;21;CTT VILANOVA DEL CAMI;LLUÏSOS DE GRÀCIA;69;39;23/04/2023
787;"2a ""A""";1;2;22;ATT PREMIÀ DE MAR;CTT VILANOVA DEL CAMI;53;69;30/04/2023
788;"2a ""A""";1;2;22;LLUÏSOS DE GRÀCIA;CTT ELS AMICS DE TERRASSA;39;24;30/04/2023
789;"2a ""A""";1;2;22;PROTEC BADALONA;CLUB NATACIO SABADELL;9;76;30/04/2023
790;"2a ""A""";1;2;22;CTT SENTMENAT;CTT BARCELONA;233;230;30/04/2023
791;"2a ""A""";1;2;22;FOMENT MARTINENC;TT PRAT;28;52;30/04/2023
792;"2a ""A""";1;2;22;CTT CASTELLGALÍ ''B'';CTT SANT QUIRZE DEL VALLÈS - Sènior B;224;79;30/04/2023
793;"2a ""B""";1;1;1;TT C. JEMA;BELLVITGE ALHEÑA;37;14;25/09/2022
794;"2a ""B""";1;1;1;CTT RIPOLLET;CTT VILAFRANCA;54;67;25/09/2022
795;"2a ""B""";1;1;1;EL CENTRE;MEXCLAT BADALONA;31;9;25/09/2022
796;"2a ""B""";1;1;1;UE SANT CUGAT ''B'';CTT BARCELONA ''B'';58;230;25/09/2022
797;"2a ""B""";1;1;1;CTT ATENEU 1882;CTT POBLENOU;7;204;25/09/2022
798;"2a ""B""";1;1;1;TT L'HOSPITALET ''A'';FALCONS DE SABADELL A.E.;34;27;25/09/2022
799;"2a ""B""";1;1;2;BELLVITGE ALHEÑA;FALCONS DE SABADELL A.E.;14;27;16/10/2022
800;"2a ""B""";1;1;2;CTT POBLENOU;TT L'HOSPITALET ''A'';204;34;16/10/2022
801;"2a ""B""";1;1;2;CTT BARCELONA ''B'';CTT ATENEU 1882;230;7;16/10/2022
802;"2a ""B""";1;1;2;MEXCLAT BADALONA;UE SANT CUGAT ''B'';9;58;16/10/2022
803;"2a ""B""";1;1;2;CTT VILAFRANCA;EL CENTRE;67;31;16/10/2022
804;"2a ""B""";1;1;2;TT C. JEMA;CTT RIPOLLET;37;54;16/10/2022
805;"2a ""B""";1;1;3;CTT RIPOLLET;BELLVITGE ALHEÑA;54;14;23/10/2022
806;"2a ""B""";1;1;3;EL CENTRE;TT C. JEMA;31;37;23/10/2022
807;"2a ""B""";1;1;3;UE SANT CUGAT ''B'';CTT VILAFRANCA;58;67;23/10/2022
808;"2a ""B""";1;1;3;CTT ATENEU 1882;MEXCLAT BADALONA;7;9;23/10/2022
809;"2a ""B""";1;1;3;TT L'HOSPITALET ''A'';CTT BARCELONA ''B'';34;230;23/10/2022
810;"2a ""B""";1;1;3;FALCONS DE SABADELL A.E.;CTT POBLENOU;27;204;23/10/2022
811;"2a ""B""";1;1;4;BELLVITGE ALHEÑA;CTT POBLENOU;14;204;30/10/2022
812;"2a ""B""";1;1;4;CTT BARCELONA ''B'';FALCONS DE SABADELL A.E.;230;27;30/10/2022
813;"2a ""B""";1;1;4;MEXCLAT BADALONA;TT L'HOSPITALET ''A'';9;34;30/10/2022
814;"2a ""B""";1;1;4;CTT VILAFRANCA;CTT ATENEU 1882;67;7;30/10/2022
815;"2a ""B""";1;1;4;TT C. JEMA;UE SANT CUGAT ''B'';37;58;30/10/2022
816;"2a ""B""";1;1;4;CTT RIPOLLET;EL CENTRE;54;31;30/10/2022
817;"2a ""B""";1;1;5;EL CENTRE;BELLVITGE ALHEÑA;31;14;06/11/2022
818;"2a ""B""";1;1;5;UE SANT CUGAT ''B'';CTT RIPOLLET;58;54;06/11/2022
819;"2a ""B""";1;1;5;CTT ATENEU 1882;TT C. JEMA;7;37;06/11/2022
820;"2a ""B""";1;1;5;TT L'HOSPITALET ''A'';CTT VILAFRANCA;34;67;06/11/2022
821;"2a ""B""";1;1;5;FALCONS DE SABADELL A.E.;MEXCLAT BADALONA;27;9;06/11/2022
822;"2a ""B""";1;1;5;CTT POBLENOU;CTT BARCELONA ''B'';204;230;06/11/2022
823;"2a ""B""";1;1;6;BELLVITGE ALHEÑA;CTT BARCELONA ''B'';14;230;20/11/2022
824;"2a ""B""";1;1;6;MEXCLAT BADALONA;CTT POBLENOU;9;204;20/11/2022
825;"2a ""B""";1;1;6;CTT VILAFRANCA;FALCONS DE SABADELL A.E.;67;27;20/11/2022
826;"2a ""B""";1;1;6;TT C. JEMA;TT L'HOSPITALET ''A'';37;34;20/11/2022
827;"2a ""B""";1;1;6;CTT RIPOLLET;CTT ATENEU 1882;54;7;20/11/2022
828;"2a ""B""";1;1;6;EL CENTRE;UE SANT CUGAT ''B'';31;58;20/11/2022
829;"2a ""B""";1;1;7;UE SANT CUGAT ''B'';BELLVITGE ALHEÑA;58;14;27/11/2022
830;"2a ""B""";1;1;7;CTT ATENEU 1882;EL CENTRE;7;31;27/11/2022
831;"2a ""B""";1;1;7;TT L'HOSPITALET ''A'';CTT RIPOLLET;34;54;27/11/2022
832;"2a ""B""";1;1;7;FALCONS DE SABADELL A.E.;TT C. JEMA;27;37;27/11/2022
833;"2a ""B""";1;1;7;CTT POBLENOU;CTT VILAFRANCA;204;67;27/11/2022
834;"2a ""B""";1;1;7;CTT BARCELONA ''B'';MEXCLAT BADALONA;230;9;27/11/2022
835;"2a ""B""";1;1;8;BELLVITGE ALHEÑA;MEXCLAT BADALONA;14;9;04/12/2022
836;"2a ""B""";1;1;8;CTT VILAFRANCA;CTT BARCELONA ''B'';67;230;04/12/2022
837;"2a ""B""";1;1;8;TT C. JEMA;CTT POBLENOU;37;204;04/12/2022
838;"2a ""B""";1;1;8;CTT RIPOLLET;FALCONS DE SABADELL A.E.;54;27;04/12/2022
839;"2a ""B""";1;1;8;EL CENTRE;TT L'HOSPITALET ''A'';31;34;04/12/2022
840;"2a ""B""";1;1;8;UE SANT CUGAT ''B'';CTT ATENEU 1882;58;7;04/12/2022
841;"2a ""B""";1;1;9;CTT ATENEU 1882;BELLVITGE ALHEÑA;7;14;18/12/2022
842;"2a ""B""";1;1;9;TT L'HOSPITALET ''A'';UE SANT CUGAT ''B'';34;58;18/12/2022
843;"2a ""B""";1;1;9;FALCONS DE SABADELL A.E.;EL CENTRE;27;31;18/12/2022
844;"2a ""B""";1;1;9;CTT POBLENOU;CTT RIPOLLET;204;54;18/12/2022
845;"2a ""B""";1;1;9;CTT BARCELONA ''B'';TT C. JEMA;230;37;18/12/2022
846;"2a ""B""";1;1;9;MEXCLAT BADALONA;CTT VILAFRANCA;9;67;18/12/2022
847;"2a ""B""";1;1;10;BELLVITGE ALHEÑA;CTT VILAFRANCA;14;67;15/01/2023
848;"2a ""B""";1;1;10;TT C. JEMA;MEXCLAT BADALONA;37;9;15/01/2023
849;"2a ""B""";1;1;10;CTT RIPOLLET;CTT BARCELONA ''B'';54;230;15/01/2023
850;"2a ""B""";1;1;10;EL CENTRE;CTT POBLENOU;31;204;15/01/2023
851;"2a ""B""";1;1;10;UE SANT CUGAT ''B'';FALCONS DE SABADELL A.E.;58;27;15/01/2023
852;"2a ""B""";1;1;10;CTT ATENEU 1882;TT L'HOSPITALET ''A'';7;34;15/01/2023
853;"2a ""B""";1;1;11;TT L'HOSPITALET ''A'';BELLVITGE ALHEÑA;34;14;22/01/2023
854;"2a ""B""";1;1;11;FALCONS DE SABADELL A.E.;CTT ATENEU 1882;27;7;22/01/2023
855;"2a ""B""";1;1;11;CTT POBLENOU;UE SANT CUGAT ''B'';204;58;22/01/2023
856;"2a ""B""";1;1;11;CTT BARCELONA ''B'';EL CENTRE;230;31;22/01/2023
857;"2a ""B""";1;1;11;MEXCLAT BADALONA;CTT RIPOLLET;9;54;22/01/2023
858;"2a ""B""";1;1;11;CTT VILAFRANCA;TT C. JEMA;67;37;22/01/2023
859;"2a ""B""";1;1;12;BELLVITGE ALHEÑA;TT C. JEMA;14;37;29/01/2023
860;"2a ""B""";1;1;12;CTT VILAFRANCA;CTT RIPOLLET;67;54;29/01/2023
861;"2a ""B""";1;1;12;MEXCLAT BADALONA;EL CENTRE;9;31;29/01/2023
862;"2a ""B""";1;1;12;CTT BARCELONA ''B'';UE SANT CUGAT ''B'';230;58;29/01/2023
863;"2a ""B""";1;1;12;CTT POBLENOU;CTT ATENEU 1882;204;7;29/01/2023
864;"2a ""B""";1;1;12;FALCONS DE SABADELL A.E.;TT L'HOSPITALET ''A'';27;34;29/01/2023
865;"2a ""B""";1;1;13;FALCONS DE SABADELL A.E.;BELLVITGE ALHEÑA;27;14;05/02/2023
866;"2a ""B""";1;1;13;TT L'HOSPITALET ''A'';CTT POBLENOU;34;204;05/02/2023
867;"2a ""B""";1;1;13;CTT ATENEU 1882;CTT BARCELONA ''B'';7;230;05/02/2023
868;"2a ""B""";1;1;13;UE SANT CUGAT ''B'';MEXCLAT BADALONA;58;9;05/02/2023
869;"2a ""B""";1;1;13;EL CENTRE;CTT VILAFRANCA;31;67;05/02/2023
870;"2a ""B""";1;1;13;CTT RIPOLLET;TT C. JEMA;54;37;05/02/2023
871;"2a ""B""";1;1;14;BELLVITGE ALHEÑA;CTT RIPOLLET;14;54;12/02/2023
872;"2a ""B""";1;1;14;TT C. JEMA;EL CENTRE;37;31;12/02/2023
873;"2a ""B""";1;1;14;CTT VILAFRANCA;UE SANT CUGAT ''B'';67;58;12/02/2023
874;"2a ""B""";1;1;14;MEXCLAT BADALONA;CTT ATENEU 1882;9;7;12/02/2023
875;"2a ""B""";1;1;14;CTT BARCELONA ''B'';TT L'HOSPITALET ''A'';230;34;12/02/2023
876;"2a ""B""";1;1;14;CTT POBLENOU;FALCONS DE SABADELL A.E.;204;27;12/02/2023
877;"2a ""B""";1;1;15;CTT POBLENOU;BELLVITGE ALHEÑA;204;14;19/02/2023
878;"2a ""B""";1;1;15;FALCONS DE SABADELL A.E.;CTT BARCELONA ''B'';27;230;19/02/2023
879;"2a ""B""";1;1;15;TT L'HOSPITALET ''A'';MEXCLAT BADALONA;34;9;19/02/2023
880;"2a ""B""";1;1;15;CTT ATENEU 1882;CTT VILAFRANCA;7;67;19/02/2023
881;"2a ""B""";1;1;15;UE SANT CUGAT ''B'';TT C. JEMA;58;37;19/02/2023
882;"2a ""B""";1;1;15;EL CENTRE;CTT RIPOLLET;31;54;19/02/2023
883;"2a ""B""";1;1;16;BELLVITGE ALHEÑA;EL CENTRE;14;31;26/02/2023
884;"2a ""B""";1;1;16;CTT RIPOLLET;UE SANT CUGAT ''B'';54;58;26/02/2023
885;"2a ""B""";1;1;16;TT C. JEMA;CTT ATENEU 1882;37;7;26/02/2023
886;"2a ""B""";1;1;16;CTT VILAFRANCA;TT L'HOSPITALET ''A'';67;34;26/02/2023
887;"2a ""B""";1;1;16;MEXCLAT BADALONA;FALCONS DE SABADELL A.E.;9;27;26/02/2023
888;"2a ""B""";1;1;16;CTT BARCELONA ''B'';CTT POBLENOU;230;204;26/02/2023
889;"2a ""B""";1;1;17;CTT BARCELONA ''B'';BELLVITGE ALHEÑA;230;14;05/03/2023
890;"2a ""B""";1;1;17;CTT POBLENOU;MEXCLAT BADALONA;204;9;05/03/2023
891;"2a ""B""";1;1;17;FALCONS DE SABADELL A.E.;CTT VILAFRANCA;27;67;05/03/2023
892;"2a ""B""";1;1;17;TT L'HOSPITALET ''A'';TT C. JEMA;34;37;05/03/2023
893;"2a ""B""";1;1;17;CTT ATENEU 1882;CTT RIPOLLET;7;54;05/03/2023
894;"2a ""B""";1;1;17;UE SANT CUGAT ''B'';EL CENTRE;58;31;05/03/2023
895;"2a ""B""";1;1;18;BELLVITGE ALHEÑA;UE SANT CUGAT ''B'';14;58;12/03/2023
896;"2a ""B""";1;1;18;EL CENTRE;CTT ATENEU 1882;31;7;12/03/2023
897;"2a ""B""";1;1;18;CTT RIPOLLET;TT L'HOSPITALET ''A'';54;34;12/03/2023
898;"2a ""B""";1;1;18;TT C. JEMA;FALCONS DE SABADELL A.E.;37;27;12/03/2023
899;"2a ""B""";1;1;18;CTT VILAFRANCA;CTT POBLENOU;67;204;12/03/2023
900;"2a ""B""";1;1;18;MEXCLAT BADALONA;CTT BARCELONA ''B'';9;230;12/03/2023
901;"2a ""B""";1;1;19;MEXCLAT BADALONA;BELLVITGE ALHEÑA;9;14;02/04/2023
902;"2a ""B""";1;1;19;CTT BARCELONA ''B'';CTT VILAFRANCA;230;67;02/04/2023
903;"2a ""B""";1;1;19;CTT POBLENOU;TT C. JEMA;204;37;02/04/2023
904;"2a ""B""";1;1;19;FALCONS DE SABADELL A.E.;CTT RIPOLLET;27;54;02/04/2023
905;"2a ""B""";1;1;19;TT L'HOSPITALET ''A'';EL CENTRE;34;31;02/04/2023
906;"2a ""B""";1;1;19;CTT ATENEU 1882;UE SANT CUGAT ''B'';7;58;02/04/2023
907;"2a ""B""";1;1;20;BELLVITGE ALHEÑA;CTT ATENEU 1882;14;7;16/04/2023
908;"2a ""B""";1;1;20;UE SANT CUGAT ''B'';TT L'HOSPITALET ''A'';58;34;16/04/2023
909;"2a ""B""";1;1;20;EL CENTRE;FALCONS DE SABADELL A.E.;31;27;16/04/2023
910;"2a ""B""";1;1;20;CTT RIPOLLET;CTT POBLENOU;54;204;16/04/2023
911;"2a ""B""";1;1;20;TT C. JEMA;CTT BARCELONA ''B'';37;230;16/04/2023
912;"2a ""B""";1;1;20;CTT VILAFRANCA;MEXCLAT BADALONA;67;9;16/04/2023
913;"2a ""B""";1;1;21;CTT VILAFRANCA;BELLVITGE ALHEÑA;67;14;23/04/2023
914;"2a ""B""";1;1;21;MEXCLAT BADALONA;TT C. JEMA;9;37;23/04/2023
915;"2a ""B""";1;1;21;CTT BARCELONA ''B'';CTT RIPOLLET;230;54;23/04/2023
916;"2a ""B""";1;1;21;CTT POBLENOU;EL CENTRE;204;31;23/04/2023
917;"2a ""B""";1;1;21;FALCONS DE SABADELL A.E.;UE SANT CUGAT ''B'';27;58;23/04/2023
918;"2a ""B""";1;1;21;TT L'HOSPITALET ''A'';CTT ATENEU 1882;34;7;23/04/2023
919;"2a ""B""";1;1;22;BELLVITGE ALHEÑA;TT L'HOSPITALET ''A'';14;34;30/04/2023
920;"2a ""B""";1;1;22;CTT ATENEU 1882;FALCONS DE SABADELL A.E.;7;27;30/04/2023
921;"2a ""B""";1;1;22;UE SANT CUGAT ''B'';CTT POBLENOU;58;204;30/04/2023
922;"2a ""B""";1;1;22;EL CENTRE;CTT BARCELONA ''B'';31;230;30/04/2023
923;"2a ""B""";1;1;22;CTT RIPOLLET;MEXCLAT BADALONA;54;9;30/04/2023
924;"2a ""B""";1;1;22;TT C. JEMA;CTT VILAFRANCA;37;67;30/04/2023
925;"2a ""B""";1;2;1;CTT CASTELLGALÍ;TT L'HOSPITALET ''B'';224;34;25/09/2022
926;"2a ""B""";1;2;1;CTT ATC MOLINS DE REI;LLUÏSOS DE GRÀCIA;42;39;25/09/2022
927;"2a ""B""";1;2;1;CTT BARCELONA ''A'';VIC TT;230;73;25/09/2022
928;"2a ""B""";1;2;1;UE SANT CUGAT ''A'';CRUXENT EDELMA CALELLA;58;18;25/09/2022
929;"2a ""B""";1;2;1;CTT L'AVENÇ;FOMENT MARTINENC;8;28;25/09/2022
930;"2a ""B""";1;2;1;ATT CASTELLAR;CTT MOIANES;203;221;25/09/2022
931;"2a ""B""";1;2;2;TT L'HOSPITALET ''B'';CTT MOIANES;34;221;16/10/2022
932;"2a ""B""";1;2;2;FOMENT MARTINENC;ATT CASTELLAR;28;203;16/10/2022
933;"2a ""B""";1;2;2;CRUXENT EDELMA CALELLA;CTT L'AVENÇ;18;8;16/10/2022
934;"2a ""B""";1;2;2;VIC TT;UE SANT CUGAT ''A'';73;58;16/10/2022
935;"2a ""B""";1;2;2;LLUÏSOS DE GRÀCIA;CTT BARCELONA ''A'';39;230;16/10/2022
936;"2a ""B""";1;2;2;CTT CASTELLGALÍ;CTT ATC MOLINS DE REI;224;42;16/10/2022
937;"2a ""B""";1;2;3;CTT ATC MOLINS DE REI;TT L'HOSPITALET ''B'';42;34;23/10/2022
938;"2a ""B""";1;2;3;CTT BARCELONA ''A'';CTT CASTELLGALÍ;230;224;23/10/2022
939;"2a ""B""";1;2;3;UE SANT CUGAT ''A'';LLUÏSOS DE GRÀCIA;58;39;23/10/2022
940;"2a ""B""";1;2;3;CTT L'AVENÇ;VIC TT;8;73;23/10/2022
941;"2a ""B""";1;2;3;ATT CASTELLAR;CRUXENT EDELMA CALELLA;203;18;23/10/2022
942;"2a ""B""";1;2;3;CTT MOIANES;FOMENT MARTINENC;221;28;23/10/2022
943;"2a ""B""";1;2;4;TT L'HOSPITALET ''B'';FOMENT MARTINENC;34;28;30/10/2022
944;"2a ""B""";1;2;4;CRUXENT EDELMA CALELLA;CTT MOIANES;18;221;30/10/2022
945;"2a ""B""";1;2;4;VIC TT;ATT CASTELLAR;73;203;30/10/2022
946;"2a ""B""";1;2;4;LLUÏSOS DE GRÀCIA;CTT L'AVENÇ;39;8;30/10/2022
947;"2a ""B""";1;2;4;CTT CASTELLGALÍ;UE SANT CUGAT ''A'';224;58;30/10/2022
948;"2a ""B""";1;2;4;CTT ATC MOLINS DE REI;CTT BARCELONA ''A'';42;230;30/10/2022
949;"2a ""B""";1;2;5;CTT BARCELONA ''A'';TT L'HOSPITALET ''B'';230;34;06/11/2022
950;"2a ""B""";1;2;5;UE SANT CUGAT ''A'';CTT ATC MOLINS DE REI;58;42;06/11/2022
951;"2a ""B""";1;2;5;CTT L'AVENÇ;CTT CASTELLGALÍ;8;224;06/11/2022
952;"2a ""B""";1;2;5;ATT CASTELLAR;LLUÏSOS DE GRÀCIA;203;39;06/11/2022
953;"2a ""B""";1;2;5;CTT MOIANES;VIC TT;221;73;06/11/2022
954;"2a ""B""";1;2;5;FOMENT MARTINENC;CRUXENT EDELMA CALELLA;28;18;06/11/2022
955;"2a ""B""";1;2;6;TT L'HOSPITALET ''B'';CRUXENT EDELMA CALELLA;34;18;20/11/2022
956;"2a ""B""";1;2;6;VIC TT;FOMENT MARTINENC;73;28;20/11/2022
957;"2a ""B""";1;2;6;LLUÏSOS DE GRÀCIA;CTT MOIANES;39;221;20/11/2022
958;"2a ""B""";1;2;6;CTT CASTELLGALÍ;ATT CASTELLAR;224;203;20/11/2022
959;"2a ""B""";1;2;6;CTT ATC MOLINS DE REI;CTT L'AVENÇ;42;8;20/11/2022
960;"2a ""B""";1;2;6;CTT BARCELONA ''A'';UE SANT CUGAT ''A'';230;58;20/11/2022
961;"2a ""B""";1;2;7;UE SANT CUGAT ''A'';TT L'HOSPITALET ''B'';58;34;27/11/2022
962;"2a ""B""";1;2;7;CTT L'AVENÇ;CTT BARCELONA ''A'';8;230;27/11/2022
963;"2a ""B""";1;2;7;ATT CASTELLAR;CTT ATC MOLINS DE REI;203;42;27/11/2022
964;"2a ""B""";1;2;7;CTT MOIANES;CTT CASTELLGALÍ;221;224;27/11/2022
965;"2a ""B""";1;2;7;FOMENT MARTINENC;LLUÏSOS DE GRÀCIA;28;39;27/11/2022
966;"2a ""B""";1;2;7;CRUXENT EDELMA CALELLA;VIC TT;18;73;27/11/2022
967;"2a ""B""";1;2;8;TT L'HOSPITALET ''B'';VIC TT;34;73;04/12/2022
968;"2a ""B""";1;2;8;LLUÏSOS DE GRÀCIA;CRUXENT EDELMA CALELLA;39;18;04/12/2022
969;"2a ""B""";1;2;8;CTT CASTELLGALÍ;FOMENT MARTINENC;224;28;04/12/2022
970;"2a ""B""";1;2;8;CTT ATC MOLINS DE REI;CTT MOIANES;42;221;04/12/2022
971;"2a ""B""";1;2;8;CTT BARCELONA ''A'';ATT CASTELLAR;230;203;04/12/2022
972;"2a ""B""";1;2;8;UE SANT CUGAT ''A'';CTT L'AVENÇ;58;8;04/12/2022
973;"2a ""B""";1;2;9;CTT L'AVENÇ;TT L'HOSPITALET ''B'';8;34;18/12/2022
974;"2a ""B""";1;2;9;ATT CASTELLAR;UE SANT CUGAT ''A'';203;58;18/12/2022
975;"2a ""B""";1;2;9;CTT MOIANES;CTT BARCELONA ''A'';221;230;18/12/2022
976;"2a ""B""";1;2;9;FOMENT MARTINENC;CTT ATC MOLINS DE REI;28;42;18/12/2022
977;"2a ""B""";1;2;9;CRUXENT EDELMA CALELLA;CTT CASTELLGALÍ;18;224;18/12/2022
978;"2a ""B""";1;2;9;VIC TT;LLUÏSOS DE GRÀCIA;73;39;18/12/2022
979;"2a ""B""";1;2;10;TT L'HOSPITALET ''B'';LLUÏSOS DE GRÀCIA;34;39;15/01/2023
980;"2a ""B""";1;2;10;CTT CASTELLGALÍ;VIC TT;224;73;15/01/2023
981;"2a ""B""";1;2;10;CTT ATC MOLINS DE REI;CRUXENT EDELMA CALELLA;42;18;15/01/2023
982;"2a ""B""";1;2;10;CTT BARCELONA ''A'';FOMENT MARTINENC;230;28;15/01/2023
983;"2a ""B""";1;2;10;UE SANT CUGAT ''A'';CTT MOIANES;58;221;15/01/2023
984;"2a ""B""";1;2;10;CTT L'AVENÇ;ATT CASTELLAR;8;203;15/01/2023
985;"2a ""B""";1;2;11;ATT CASTELLAR;TT L'HOSPITALET ''B'';203;34;22/01/2023
986;"2a ""B""";1;2;11;CTT MOIANES;CTT L'AVENÇ;221;8;22/01/2023
987;"2a ""B""";1;2;11;FOMENT MARTINENC;UE SANT CUGAT ''A'';28;58;22/01/2023
988;"2a ""B""";1;2;11;CRUXENT EDELMA CALELLA;CTT BARCELONA ''A'';18;230;22/01/2023
989;"2a ""B""";1;2;11;VIC TT;CTT ATC MOLINS DE REI;73;42;22/01/2023
990;"2a ""B""";1;2;11;LLUÏSOS DE GRÀCIA;CTT CASTELLGALÍ;39;224;22/01/2023
991;"2a ""B""";1;2;12;TT L'HOSPITALET ''B'';CTT CASTELLGALÍ;34;224;29/01/2023
992;"2a ""B""";1;2;12;LLUÏSOS DE GRÀCIA;CTT ATC MOLINS DE REI;39;42;29/01/2023
993;"2a ""B""";1;2;12;VIC TT;CTT BARCELONA ''A'';73;230;29/01/2023
994;"2a ""B""";1;2;12;CRUXENT EDELMA CALELLA;UE SANT CUGAT ''A'';18;58;29/01/2023
995;"2a ""B""";1;2;12;FOMENT MARTINENC;CTT L'AVENÇ;28;8;29/01/2023
996;"2a ""B""";1;2;12;CTT MOIANES;ATT CASTELLAR;221;203;29/01/2023
997;"2a ""B""";1;2;13;CTT MOIANES;TT L'HOSPITALET ''B'';221;34;05/02/2023
998;"2a ""B""";1;2;13;ATT CASTELLAR;FOMENT MARTINENC;203;28;05/02/2023
999;"2a ""B""";1;2;13;CTT L'AVENÇ;CRUXENT EDELMA CALELLA;8;18;05/02/2023
1000;"2a ""B""";1;2;13;UE SANT CUGAT ''A'';VIC TT;58;73;05/02/2023
1001;"2a ""B""";1;2;13;CTT BARCELONA ''A'';LLUÏSOS DE GRÀCIA;230;39;05/02/2023
1002;"2a ""B""";1;2;13;CTT ATC MOLINS DE REI;CTT CASTELLGALÍ;42;224;05/02/2023
1003;"2a ""B""";1;2;14;TT L'HOSPITALET ''B'';CTT ATC MOLINS DE REI;34;42;12/02/2023
1004;"2a ""B""";1;2;14;CTT CASTELLGALÍ;CTT BARCELONA ''A'';224;230;12/02/2023
